Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity
AMZN240119P03370000,2022-05-24 1:24PM EST,3370.0,1307.2,1003.5,1020.55,0.0,-,2,29,0.00%,Put,"January 19, 2024"
AMZN240119P03380000,2022-05-25 2:47PM EST,3380.0,1267.6,1011.5,1028.65,0.0,-,4,16,0.00%,Put,"January 19, 2024"
AMZN240119P03390000,2022-05-27 8:30AM EST,3390.0,1169.35,1019.5,1036.7,0.0,-,5,39,0.00%,Put,"January 19, 2024"
AMZN240119P03400000,2022-06-02 11:49AM EST,3400.0,1010.07,1028.0,1045.15,0.0,-,1,695,0.00%,Put,"January 19, 2024"
AMZN240119P03410000,2022-06-01 12:26PM EST,3410.0,1052.86,1036.0,1053.0,0.0,-,2,46,0.00%,Put,"January 19, 2024"
AMZN240119P03420000,2022-06-02 2:53PM EST,3420.0,1013.9,1044.0,1061.2,0.0,-,2,23,0.00%,Put,"January 19, 2024"
AMZN240119P03430000,2022-06-02 2:53PM EST,3430.0,1021.92,1052.5,1069.4,0.0,-,2,23,0.00%,Put,"January 19, 2024"
AMZN240119P03440000,2022-06-03 2:25PM EST,3440.0,1072.75,1061.0,1077.75,42.53,+4.13%,2,9,0.00%,Put,"January 19, 2024"
AMZN240119P03450000,2022-06-03 2:25PM EST,3450.0,1083.2,1069.0,1086.1,41.3,+3.96%,2,128,0.00%,Put,"January 19, 2024"
AMZN240119P03460000,2022-06-03 2:24PM EST,3460.0,1091.1,1077.5,1094.4,-243.15,-18.22%,4,53,0.00%,Put,"January 19, 2024"
AMZN240119P03470000,2022-06-03 2:23PM EST,3470.0,1101.65,1086.0,1102.8,-243.7,-18.11%,4,21,0.00%,Put,"January 19, 2024"
AMZN240119P03480000,2022-06-03 2:23PM EST,3480.0,1110.35,1094.0,1111.25,-244.25,-18.03%,5,30,0.00%,Put,"January 19, 2024"
AMZN240119P03490000,2022-06-03 2:24PM EST,3490.0,1118.1,1102.5,1119.65,-122.45,-9.87%,5,115,0.00%,Put,"January 19, 2024"
AMZN240119P03500000,2022-06-03 12:57PM EST,3500.0,1128.55,1111.0,1128.2,-78.99,-6.54%,2,399,0.00%,Put,"January 19, 2024"
AMZN240119P03510000,2022-06-03 2:26PM EST,3510.0,1131.55,1119.5,1136.7,-252.2,-18.23%,4,45,0.00%,Put,"January 19, 2024"
AMZN240119P03520000,2022-06-03 2:26PM EST,3520.0,1141.15,1128.0,1145.25,-253.6,-18.18%,6,25,0.00%,Put,"January 19, 2024"
AMZN240119P03530000,2022-06-03 2:27PM EST,3530.0,1148.65,1136.5,1153.65,-253.4,-18.07%,4,29,0.00%,Put,"January 19, 2024"
AMZN240119P03540000,2022-06-03 2:27PM EST,3540.0,1157.8,1145.0,1162.35,-19.95,-1.69%,2,29,0.00%,Put,"January 19, 2024"
AMZN240119P03550000,2022-06-03 2:28PM EST,3550.0,1167.5,1153.5,1170.55,-37.83,-3.14%,4,162,0.00%,Put,"January 19, 2024"
AMZN240119P03560000,2022-06-03 2:28PM EST,3560.0,1175.75,1162.0,1179.05,-38.54,-3.17%,4,95,0.00%,Put,"January 19, 2024"
AMZN240119P03570000,2022-06-03 2:29PM EST,3570.0,1182.7,1170.5,1187.7,-127.3,-9.72%,2,20,0.00%,Put,"January 19, 2024"
AMZN240119P03580000,2022-06-03 2:30PM EST,3580.0,1192.0,1179.0,1196.25,-272.0,-18.58%,4,73,0.00%,Put,"January 19, 2024"
AMZN240119P03590000,2022-05-25 12:00PM EST,3590.0,1475.85,1190.0,1204.75,0.0,-,2,28,0.00%,Put,"January 19, 2024"
AMZN240119P03600000,2022-06-03 2:44PM EST,3600.0,1211.2,1196.5,1213.35,-60.92,-4.79%,2,177,0.00%,Put,"January 19, 2024"
AMZN240119P03610000,2022-06-03 2:45PM EST,3610.0,1219.65,1205.0,1222.0,-276.6,-18.49%,2,47,0.00%,Put,"January 19, 2024"
AMZN240119P03620000,2022-06-03 2:45PM EST,3620.0,1228.5,1213.5,1230.7,-277.05,-18.40%,2,18,0.00%,Put,"January 19, 2024"
AMZN240119P03630000,2022-06-03 2:46PM EST,3630.0,1239.0,1224.5,1239.4,-276.05,-18.22%,2,45,0.00%,Put,"January 19, 2024"
AMZN240119P03640000,2022-06-03 2:46PM EST,3640.0,1248.75,1231.5,1248.15,-185.22,-12.92%,2,5,0.00%,Put,"January 19, 2024"
AMZN240119P03650000,2022-05-23 1:22PM EST,3650.0,1505.95,1240.0,1256.95,0.0,-,3,71,0.00%,Put,"January 19, 2024"
AMZN240119P03700000,2022-06-03 2:52PM EST,3700.0,1293.85,1284.5,1301.3,-78.41,-5.71%,8,72,0.00%,Put,"January 19, 2024"
AMZN240119P03750000,2022-06-03 2:40PM EST,3750.0,1337.6,1329.5,1346.0,29.0,+2.22%,4,46,0.00%,Put,"January 19, 2024"
AMZN240119P03800000,2022-06-03 2:53PM EST,3800.0,1383.95,1374.0,1390.85,28.28,+2.09%,2,58,0.00%,Put,"January 19, 2024"
AMZN240119P03850000,2022-06-03 2:54PM EST,3850.0,1430.0,1420.0,1436.45,29.4,+2.10%,2,48,0.00%,Put,"January 19, 2024"
AMZN240119P03900000,2022-06-03 2:51PM EST,3900.0,1477.55,1466.0,1482.6,-313.45,-17.50%,2,64,0.00%,Put,"January 19, 2024"
AMZN240119P03950000,2022-06-03 2:51PM EST,3950.0,1524.9,1512.5,1529.45,32.15,+2.15%,2,21,0.00%,Put,"January 19, 2024"
AMZN240119P04000000,2022-06-03 2:51PM EST,4000.0,1572.3,1559.5,1576.1,-277.7,-15.01%,2,154,0.00%,Put,"January 19, 2024"
AMZN240119P04050000,2022-06-03 2:51PM EST,4050.0,1619.05,1607.5,1623.3,-248.95,-13.33%,2,6,0.00%,Put,"January 19, 2024"
AMZN240119P04100000,2022-06-03 2:52PM EST,4100.0,1667.8,1654.5,1670.95,-19.7,-1.17%,2,28,0.00%,Put,"January 19, 2024"
AMZN240119P04150000,2022-06-03 2:52PM EST,4150.0,1714.5,1702.0,1719.1,15.0,+0.88%,9,11,0.00%,Put,"January 19, 2024"
AMZN240119P04200000,2022-06-03 8:30AM EST,4200.0,1726.6,1750.5,1767.45,-58.35,-3.27%,1,30,0.00%,Put,"January 19, 2024"
AMZN240119P04250000,2022-06-03 2:54PM EST,4250.0,1811.0,1800.5,1815.9,-41.12,-2.22%,2,14,0.00%,Put,"January 19, 2024"
AMZN240119P04300000,2022-05-20 9:36AM EST,4300.0,2112.23,1847.5,1864.7,0.0,-,6,0,0.00%,Put,"January 19, 2024"
AMZN240119P04350000,2022-05-25 2:03PM EST,4350.0,2195.26,1898.5,1913.8,0.0,-,7,0,0.00%,Put,"January 19, 2024"
AMZN240119P04400000,2022-05-31 11:13AM EST,4400.0,2018.8,1947.5,1963.25,0.0,-,2,10,0.00%,Put,"January 19, 2024"
AMZN240119P04450000,2022-05-26 11:33AM EST,4450.0,2201.63,1996.5,2012.6,0.0,-,1,0,0.00%,Put,"January 19, 2024"
AMZN240119P04500000,2022-05-31 8:31AM EST,4500.0,2164.45,2045.5,2061.8,0.0,-,1,10,0.00%,Put,"January 19, 2024"
AMZN240119P04550000,2022-05-19 1:05PM EST,4550.0,2383.83,2095.0,2111.45,0.0,-,4,1,0.00%,Put,"January 19, 2024"
AMZN240119P04600000,2022-05-31 10:50AM EST,4600.0,2224.78,2144.5,2161.05,0.0,-,5,2,0.00%,Put,"January 19, 2024"
AMZN240119P04650000,2022-05-02 8:34AM EST,4650.0,2240.0,2202.5,2217.65,0.0,-,1,0,0.00%,Put,"January 19, 2024"
AMZN240119P04700000,2022-05-31 10:41AM EST,4700.0,2334.59,2244.0,2261.15,0.0,-,1,1,0.00%,Put,"January 19, 2024"
AMZN240119P04750000,2022-04-05 8:46AM EST,4750.0,1462.25,2309.5,2328.0,0.0,-,2,2,0.00%,Put,"January 19, 2024"
AMZN240119P04800000,2022-05-09 8:58AM EST,4800.0,2546.28,2344.0,2360.75,0.0,-,2,0,0.00%,Put,"January 19, 2024"
AMZN240119P04850000,2022-05-18 1:35PM EST,4850.0,2703.2,2393.5,2410.65,0.0,-,2,1,0.00%,Put,"January 19, 2024"
AMZN240119P04900000,2022-06-02 2:45PM EST,4900.0,2398.24,2444.0,2460.75,0.0,-,3,3,0.00%,Put,"January 19, 2024"
AMZN240119P04950000,2022-06-02 2:45PM EST,4950.0,2448.08,2494.0,2510.95,0.0,-,5,0,0.00%,Put,"January 19, 2024"
AMZN240119P05000000,2022-06-01 2:17PM EST,5000.0,2572.68,2544.0,2560.9,0.0,-,2,2,0.00%,Put,"January 19, 2024"
AMZN240119P05100000,2022-05-18 12:41PM EST,5100.0,2930.91,2644.0,2660.9,0.0,-,5,0,0.00%,Put,"January 19, 2024"
AMZN240119P05200000,2022-05-19 9:58AM EST,5200.0,3025.8,2744.0,2760.95,0.0,-,2,1,0.00%,Put,"January 19, 2024"
AMZN240119P05300000,2022-05-12 1:24PM EST,5300.0,3190.04,2844.0,2861.45,0.0,-,2,0,0.00%,Put,"January 19, 2024"
AMZN240119P05400000,2022-05-12 1:24PM EST,5400.0,3290.04,2944.0,2960.95,0.0,-,2,0,0.00%,Put,"January 19, 2024"
AMZN240126C00133000,2023-12-07 9:39AM EST,133.0,15.74,15.3,16.1,0.0,-,3,3,35.74%,Call,"January 26, 2024"
AMZN240126C00140000,2023-12-08 9:30AM EST,140.0,10.1,9.25,11.1,-0.7,-6.48%,26,1,34.60%,Call,"January 26, 2024"
AMZN240126C00145000,2023-12-08 10:11AM EST,145.0,7.15,6.9,7.65,0.1,+1.42%,6,146,31.63%,Call,"January 26, 2024"
AMZN240126C00146000,2023-12-08 10:42AM EST,146.0,6.2,6.3,7.2,-0.25,-3.88%,63,8,31.87%,Call,"January 26, 2024"
AMZN240126C00147000,2023-12-08 10:16AM EST,147.0,6.08,5.75,6.3,-0.07,-1.14%,62,35,29.93%,Call,"January 26, 2024"
AMZN240126C00148000,2023-12-08 10:47AM EST,148.0,5.17,5.3,5.6,-0.61,-10.55%,5,5,28.81%,Call,"January 26, 2024"
AMZN240126C00149000,2023-12-07 3:38PM EST,149.0,5.02,4.7,5.2,0.0,-,91,91,28.96%,Call,"January 26, 2024"
AMZN240126C00150000,2023-12-08 10:45AM EST,150.0,4.4,4.35,4.7,-0.07,-1.57%,569,19,28.52%,Call,"January 26, 2024"
AMZN240126C00152500,2023-12-07 3:22PM EST,152.5,3.65,3.2,3.95,0.0,-,16,16,29.30%,Call,"January 26, 2024"
AMZN240126C00155000,2023-12-08 9:53AM EST,155.0,2.4,2.39,2.94,-0.29,-10.78%,1,20,28.11%,Call,"January 26, 2024"
AMZN240126C00157500,2023-12-08 10:12AM EST,157.5,2.02,1.68,2.23,-0.03,-1.46%,5,58,27.69%,Call,"January 26, 2024"
AMZN240126C00160000,2023-12-08 10:03AM EST,160.0,1.33,1.34,1.6,-0.22,-14.19%,7,257,26.92%,Call,"January 26, 2024"
AMZN240126C00162500,2023-12-08 10:33AM EST,162.5,1.23,0.92,2.03,0.1,+8.85%,4,1,32.54%,Call,"January 26, 2024"
AMZN240126C00165000,2023-12-07 1:39PM EST,165.0,0.87,0.63,0.99,0.0,-,41,41,27.74%,Call,"January 26, 2024"
AMZN240126C00170000,2023-12-07 2:21PM EST,170.0,0.64,0.32,1.04,0.0,-,1,1,32.86%,Call,"January 26, 2024"
AMZN240126C00172500,2023-12-07 12:38PM EST,172.5,0.51,0.21,1.35,0.0,-,21,12,37.82%,Call,"January 26, 2024"
AMZN240126C00175000,2023-12-07 12:38PM EST,175.0,0.43,0.0,2.34,0.0,-,10,7,47.69%,Call,"January 26, 2024"
AMZN240126P00132000,2023-12-07 3:41PM EST,132.0,1.09,0.93,1.37,0.0,-,63,61,29.60%,Put,"January 26, 2024"
AMZN240126P00135000,2023-12-07 3:26PM EST,135.0,1.49,1.24,1.69,0.0,-,18,16,27.54%,Put,"January 26, 2024"
AMZN240126P00136000,2023-12-07 3:37PM EST,136.0,1.74,1.53,1.95,0.0,-,7,7,27.70%,Put,"January 26, 2024"
AMZN240126P00137000,2023-12-08 9:30AM EST,137.0,1.88,1.66,1.91,0.05,+2.73%,1,1,25.88%,Put,"January 26, 2024"
AMZN240126P00138000,2023-12-08 10:48AM EST,138.0,2.12,1.92,2.53,0.05,+2.42%,7,2,27.92%,Put,"January 26, 2024"
AMZN240126P00140000,2023-12-07 3:50PM EST,140.0,2.6,2.4,2.85,0.0,-,4,3,26.22%,Put,"January 26, 2024"
AMZN240126P00142000,2023-12-08 9:30AM EST,142.0,3.41,3.0,3.6,0.27,+8.60%,3,2,26.36%,Put,"January 26, 2024"
AMZN240126P00144000,2023-12-07 3:00PM EST,144.0,4.2,3.75,4.4,0.06,+1.45%,1,1,26.18%,Put,"January 26, 2024"
AMZN240126P00145000,2023-12-07 2:50PM EST,145.0,4.3,4.2,4.8,0.0,-,40,20,25.90%,Put,"January 26, 2024"
AMZN240126P00146000,2023-12-08 10:12AM EST,146.0,4.95,4.55,5.3,0.35,+7.61%,3,21,25.97%,Put,"January 26, 2024"
AMZN240126P00147000,2023-12-07 2:23PM EST,147.0,5.0,5.0,5.5,0.0,-,2,2,24.51%,Put,"January 26, 2024"
AMZN240216C00065000,2023-12-06 10:26AM EST,65.0,81.0,82.05,82.9,0.0,-,1,39,108.89%,Call,"February 16, 2024"
AMZN240216C00070000,2023-11-16 12:57PM EST,70.0,74.09,76.85,77.7,0.0,-,6,43,95.02%,Call,"February 16, 2024"
AMZN240216C00075000,2023-11-29 9:46AM EST,75.0,74.08,72.15,72.9,0.0,-,4,191,92.87%,Call,"February 16, 2024"
AMZN240216C00080000,2023-11-27 9:42AM EST,80.0,69.32,67.2,67.75,0.0,-,4,2909,84.08%,Call,"February 16, 2024"
AMZN240216C00085000,2023-11-27 3:55PM EST,85.0,64.0,62.2,63.15,0.0,-,10,1369,80.37%,Call,"February 16, 2024"
AMZN240216C00090000,2023-12-07 1:27PM EST,90.0,58.43,57.3,58.2,0.0,-,1,449,74.41%,Call,"February 16, 2024"
AMZN240216C00095000,2023-12-06 10:12AM EST,95.0,52.15,52.75,53.15,0.0,-,9,409,70.24%,Call,"February 16, 2024"
AMZN240216C00100000,2023-12-08 10:40AM EST,100.0,47.44,47.65,48.25,-0.81,-1.68%,1,1949,63.45%,Call,"February 16, 2024"
AMZN240216C00105000,2023-12-07 3:02PM EST,105.0,42.59,42.95,43.25,0.0,-,12,1185,58.59%,Call,"February 16, 2024"
AMZN240216C00110000,2023-12-08 10:40AM EST,110.0,37.8,37.95,38.35,-0.95,-2.45%,1,1724,52.66%,Call,"February 16, 2024"
AMZN240216C00115000,2023-12-07 3:59PM EST,115.0,33.8,33.4,33.95,0.0,-,3,1681,50.81%,Call,"February 16, 2024"
AMZN240216C00120000,2023-12-08 10:23AM EST,120.0,29.35,28.85,29.3,-0.19,-0.64%,1,6175,48.65%,Call,"February 16, 2024"
AMZN240216C00125000,2023-12-08 9:36AM EST,125.0,24.0,24.45,24.6,-0.65,-2.64%,16,7148,43.69%,Call,"February 16, 2024"
AMZN240216C00130000,2023-12-07 3:52PM EST,130.0,19.66,20.2,20.4,-0.83,-4.05%,6,9677,41.02%,Call,"February 16, 2024"
AMZN240216C00135000,2023-12-08 10:44AM EST,135.0,16.23,16.4,16.5,-0.42,-2.52%,14,172449,38.76%,Call,"February 16, 2024"
AMZN240216C00140000,2023-12-08 10:42AM EST,140.0,12.53,12.8,12.9,-0.53,-4.06%,50,27643,36.57%,Call,"February 16, 2024"
AMZN240216C00145000,2023-12-08 10:40AM EST,145.0,9.62,9.85,9.9,-0.43,-4.28%,225,22427,35.36%,Call,"February 16, 2024"
AMZN240216C00150000,2023-12-08 10:54AM EST,150.0,7.33,7.3,7.35,-0.07,-0.95%,326,40003,34.28%,Call,"February 16, 2024"
AMZN240216C00155000,2023-12-08 10:51AM EST,155.0,5.21,5.2,5.3,-0.12,-2.25%,244,29482,33.45%,Call,"February 16, 2024"
AMZN240216C00160000,2023-12-08 10:42AM EST,160.0,3.45,3.6,3.65,-0.26,-7.01%,215,22395,32.53%,Call,"February 16, 2024"
AMZN240216C00165000,2023-12-08 10:31AM EST,165.0,2.44,2.42,2.45,-0.07,-2.79%,160,19444,31.90%,Call,"February 16, 2024"
AMZN240216C00170000,2023-12-08 10:44AM EST,170.0,1.55,1.59,1.62,-0.1,-6.06%,42,17273,31.56%,Call,"February 16, 2024"
AMZN240216C00175000,2023-12-08 9:55AM EST,175.0,0.94,1.02,1.04,-0.11,-10.48%,28,17440,31.25%,Call,"February 16, 2024"
AMZN240216C00180000,2023-12-08 9:44AM EST,180.0,0.66,0.64,0.66,-0.03,-4.35%,29,4798,31.10%,Call,"February 16, 2024"
AMZN240216C00185000,2023-12-08 10:34AM EST,185.0,0.41,0.4,0.42,-0.01,-2.38%,16,1637,31.13%,Call,"February 16, 2024"
AMZN240216C00190000,2023-12-07 12:33PM EST,190.0,0.29,0.25,0.26,0.0,-,6,811,31.10%,Call,"February 16, 2024"
AMZN240216C00195000,2023-12-07 12:36PM EST,195.0,0.19,0.16,0.17,0.0,-,6,725,31.45%,Call,"February 16, 2024"
AMZN240216C00200000,2023-12-08 10:39AM EST,200.0,0.09,0.09,0.1,-0.01,-10.00%,610,22057,31.25%,Call,"February 16, 2024"
AMZN240216C00205000,2023-12-08 9:43AM EST,205.0,0.07,0.06,0.07,-0.01,-12.50%,134,1099,31.93%,Call,"February 16, 2024"
AMZN240216C00210000,2023-12-08 10:34AM EST,210.0,0.04,0.03,0.04,0.0,-,126,18819,31.74%,Call,"February 16, 2024"
AMZN240216P00065000,2023-12-07 11:18AM EST,65.0,0.01,0.0,0.02,0.0,-,3,1683,60.94%,Put,"February 16, 2024"
AMZN240216P00070000,2023-12-06 1:33PM EST,70.0,0.02,0.01,0.02,0.0,-,1,2334,58.20%,Put,"February 16, 2024"
AMZN240216P00075000,2023-12-07 10:16AM EST,75.0,0.02,0.02,0.03,0.0,-,6,1694,55.86%,Put,"February 16, 2024"
AMZN240216P00080000,2023-12-06 3:58PM EST,80.0,0.05,0.04,0.05,0.0,-,1,2338,53.91%,Put,"February 16, 2024"
AMZN240216P00085000,2023-12-07 2:01PM EST,85.0,0.05,0.05,0.06,0.0,-,2,2829,50.20%,Put,"February 16, 2024"
AMZN240216P00090000,2023-12-08 10:44AM EST,90.0,0.09,0.08,0.09,0.0,-,1,4363,48.24%,Put,"February 16, 2024"
AMZN240216P00095000,2023-12-07 2:15PM EST,95.0,0.12,0.12,0.13,0.0,-,2,4119,45.61%,Put,"February 16, 2024"
AMZN240216P00100000,2023-12-07 2:08PM EST,100.0,0.19,0.18,0.2,0.0,-,34,5970,43.56%,Put,"February 16, 2024"
AMZN240216P00105000,2023-12-08 9:43AM EST,105.0,0.3,0.28,0.3,0.02,+7.14%,50,5393,41.41%,Put,"February 16, 2024"
AMZN240216P00110000,2023-12-08 10:07AM EST,110.0,0.42,0.42,0.44,-0.02,-4.55%,53,6723,39.21%,Put,"February 16, 2024"
AMZN240216P00115000,2023-12-08 10:06AM EST,115.0,0.65,0.65,0.67,-0.02,-2.99%,145,9692,37.45%,Put,"February 16, 2024"
AMZN240216P00120000,2023-12-08 10:37AM EST,120.0,1.0,0.97,1.0,0.02,+2.04%,14,8737,35.65%,Put,"February 16, 2024"
AMZN240216P00125000,2023-12-08 10:23AM EST,125.0,1.46,1.49,1.52,-0.03,-2.01%,144,9632,34.20%,Put,"February 16, 2024"
AMZN240216P00130000,2023-12-08 10:39AM EST,130.0,2.31,2.23,2.26,0.05,+2.21%,418,23321,32.76%,Put,"February 16, 2024"
AMZN240216P00135000,2023-12-08 10:45AM EST,135.0,3.4,3.3,3.35,0.1,+3.03%,29,13515,31.64%,Put,"February 16, 2024"
AMZN240216P00140000,2023-12-08 10:54AM EST,140.0,4.75,4.75,4.8,0.0,-,46,20271,30.41%,Put,"February 16, 2024"
AMZN240216P00145000,2023-12-08 10:36AM EST,145.0,6.8,6.65,6.75,0.15,+2.26%,6,8081,29.39%,Put,"February 16, 2024"
AMZN240216P00150000,2023-12-08 10:36AM EST,150.0,9.22,9.1,9.2,0.27,+3.02%,204,10563,28.34%,Put,"February 16, 2024"
AMZN240216P00155000,2023-12-08 10:30AM EST,155.0,11.9,12.05,12.15,0.0,-,1,2452,27.16%,Put,"February 16, 2024"
AMZN240216P00160000,2023-12-08 10:07AM EST,160.0,15.45,15.4,15.55,-0.05,-0.32%,130,772,25.59%,Put,"February 16, 2024"
AMZN240216P00165000,2023-12-08 10:28AM EST,165.0,19.15,19.25,19.45,0.47,+2.52%,6,103,23.87%,Put,"February 16, 2024"
AMZN240216P00170000,2023-12-04 11:30AM EST,170.0,25.6,23.55,24.05,0.0,-,1,2,24.56%,Put,"February 16, 2024"
AMZN240216P00175000,2023-12-07 2:03PM EST,175.0,28.2,28.1,28.7,0.0,-,4,1,23.90%,Put,"February 16, 2024"
AMZN240216P00180000,2023-12-06 3:02PM EST,180.0,34.6,33.2,33.7,0.0,-,4593,1,26.86%,Put,"February 16, 2024"
AMZN240216P00185000,2023-12-05 10:52AM EST,185.0,37.13,37.85,38.75,0.0,-,1,0,30.47%,Put,"February 16, 2024"
AMZN240216P00190000,2023-07-20 1:13PM EST,190.0,58.7,56.2,57.35,0.0,-,-,0,103.69%,Put,"February 16, 2024"
AMZN240216P00195000,2023-11-27 10:24AM EST,195.0,46.5,48.25,48.5,0.0,-,-,0,30.08%,Put,"February 16, 2024"
AMZN240216P00200000,2023-08-03 10:33AM EST,200.0,70.96,61.35,62.55,0.0,-,2,0,91.10%,Put,"February 16, 2024"
AMZN240216P00210000,2023-09-06 2:01PM EST,210.0,75.1,81.35,82.7,0.0,-,2,0,141.21%,Put,"February 16, 2024"
AMZN240315C00050000,2023-11-28 12:48PM EST,50.0,97.99,96.95,97.85,0.0,-,1,200,116.80%,Call,"March 15, 2024"
AMZN240315C00055000,2023-11-27 10:14AM EST,55.0,95.0,92.0,93.05,0.0,-,1,153,110.35%,Call,"March 15, 2024"
AMZN240315C00060000,2023-12-06 10:25AM EST,60.0,86.1,87.1,88.1,0.0,-,3,326,103.08%,Call,"March 15, 2024"
AMZN240315C00065000,2023-12-04 3:58PM EST,65.0,80.95,82.45,82.95,0.0,-,2,374,96.68%,Call,"March 15, 2024"
AMZN240315C00070000,2023-12-06 9:47AM EST,70.0,77.35,77.35,77.8,0.0,-,4,1435,86.62%,Call,"March 15, 2024"
AMZN240315C00075000,2023-11-27 2:48PM EST,75.0,74.72,72.25,72.95,0.0,-,1,5769,79.96%,Call,"March 15, 2024"
AMZN240315C00080000,2023-11-22 2:38PM EST,80.0,67.74,67.45,68.85,0.0,-,5,4342,81.05%,Call,"March 15, 2024"
AMZN240315C00085000,2023-11-30 3:50PM EST,85.0,62.16,62.75,63.25,0.0,-,1,861,72.39%,Call,"March 15, 2024"
AMZN240315C00090000,2023-12-07 3:00PM EST,90.0,58.0,57.7,58.45,0.0,-,2,1306,66.92%,Call,"March 15, 2024"
AMZN240315C00095000,2023-12-07 1:08PM EST,95.0,54.0,52.85,53.7,0.0,-,10,1623,62.87%,Call,"March 15, 2024"
AMZN240315C00100000,2023-12-07 3:58PM EST,100.0,48.64,48.45,48.8,0.0,-,10,2901,60.00%,Call,"March 15, 2024"
AMZN240315C00105000,2023-12-08 9:30AM EST,105.0,42.23,43.3,43.8,-1.77,-4.02%,1,2714,53.43%,Call,"March 15, 2024"
AMZN240315C00110000,2023-12-07 11:18AM EST,110.0,38.26,38.9,39.35,-0.55,-1.42%,2,4788,51.78%,Call,"March 15, 2024"
AMZN240315C00115000,2023-12-08 10:12AM EST,115.0,34.75,34.35,34.55,0.18,+0.52%,1,27652,48.51%,Call,"March 15, 2024"
AMZN240315C00120000,2023-12-08 10:48AM EST,120.0,29.84,29.8,30.0,0.29,+0.98%,122,6256,45.01%,Call,"March 15, 2024"
AMZN240315C00125000,2023-12-08 10:44AM EST,125.0,25.4,25.6,25.7,-0.27,-1.05%,29,3830,42.30%,Call,"March 15, 2024"
AMZN240315C00130000,2023-12-07 3:22PM EST,130.0,21.23,21.55,21.65,-0.52,-2.39%,5,7492,40.04%,Call,"March 15, 2024"
AMZN240315C00135000,2023-12-08 10:27AM EST,135.0,17.95,17.8,17.9,-0.05,-0.28%,9,5963,38.15%,Call,"March 15, 2024"
AMZN240315C00140000,2023-12-08 10:19AM EST,140.0,14.7,14.35,14.45,0.17,+1.17%,62,22202,36.38%,Call,"March 15, 2024"
AMZN240315C00145000,2023-12-08 10:40AM EST,145.0,11.09,11.3,11.4,-0.36,-3.14%,56,9470,34.93%,Call,"March 15, 2024"
AMZN240315C00150000,2023-12-08 10:53AM EST,150.0,8.72,8.7,8.75,-0.08,-0.91%,6622,21399,33.63%,Call,"March 15, 2024"
AMZN240315C00155000,2023-12-08 10:31AM EST,155.0,6.5,6.55,6.6,-0.2,-2.99%,210,12623,32.75%,Call,"March 15, 2024"
AMZN240315C00160000,2023-12-08 10:31AM EST,160.0,4.85,4.75,4.85,-0.02,-0.41%,238,8218,31.98%,Call,"March 15, 2024"
AMZN240315C00165000,2023-12-08 10:54AM EST,165.0,3.44,3.4,3.45,-0.06,-1.71%,93,6004,31.22%,Call,"March 15, 2024"
AMZN240315C00170000,2023-12-08 10:28AM EST,170.0,2.48,2.38,2.4,0.08,+3.33%,89,6527,30.63%,Call,"March 15, 2024"
AMZN240315C00175000,2023-12-08 10:31AM EST,175.0,1.66,1.65,1.67,-0.03,-1.78%,46,4444,30.36%,Call,"March 15, 2024"
AMZN240315C00180000,2023-12-08 10:17AM EST,180.0,1.2,1.12,1.14,0.06,+5.26%,4,4774,30.13%,Call,"March 15, 2024"
AMZN240315C00185000,2023-12-08 10:28AM EST,185.0,0.8,0.76,0.77,0.02,+2.56%,7,2673,29.97%,Call,"March 15, 2024"
AMZN240315C00190000,2023-12-08 10:34AM EST,190.0,0.53,0.51,0.53,-0.01,-1.85%,120,953,30.05%,Call,"March 15, 2024"
AMZN240315C00195000,2023-12-07 3:52PM EST,195.0,0.36,0.35,0.37,0.0,-,3,1526,30.25%,Call,"March 15, 2024"
AMZN240315C00200000,2023-12-08 10:25AM EST,200.0,0.26,0.24,0.26,0.01,+4.00%,15,2488,30.49%,Call,"March 15, 2024"
AMZN240315C00210000,2023-12-07 3:57PM EST,210.0,0.12,0.12,0.14,0.0,-,63,2442,31.35%,Call,"March 15, 2024"
AMZN240315C00220000,2023-12-08 10:46AM EST,220.0,0.07,0.07,0.08,-0.01,-12.50%,205,2978,32.32%,Call,"March 15, 2024"
AMZN240315P00050000,2023-12-07 11:30AM EST,50.0,0.01,0.0,0.02,0.0,-,45,1026,67.97%,Put,"March 15, 2024"
AMZN240315P00055000,2023-11-22 1:33PM EST,55.0,0.02,0.0,0.02,0.0,-,10,1093,62.50%,Put,"March 15, 2024"
AMZN240315P00060000,2023-12-07 3:03PM EST,60.0,0.02,0.01,0.02,0.0,-,2,528,58.98%,Put,"March 15, 2024"
AMZN240315P00065000,2023-12-08 10:00AM EST,65.0,0.02,0.02,0.03,-0.01,-33.33%,10,1088,56.64%,Put,"March 15, 2024"
AMZN240315P00070000,2023-12-08 10:00AM EST,70.0,0.04,0.03,0.04,-0.01,-20.00%,10,2532,53.52%,Put,"March 15, 2024"
AMZN240315P00075000,2023-12-07 2:55PM EST,75.0,0.06,0.05,0.06,0.0,-,1,10316,51.37%,Put,"March 15, 2024"
AMZN240315P00080000,2023-12-07 2:24PM EST,80.0,0.08,0.07,0.09,0.0,-,70,3513,49.61%,Put,"March 15, 2024"
